Rank,Pokemon Name,URL
84,サザンドラ,https://sv.pokedb.tokyo/pokemon/show/0635-00?season=14&rule=0
85,ヤバソチャ,https://sv.pokedb.tokyo/pokemon/show/1013-00?season=14&rule=0
86,ボーマンダ,https://sv.pokedb.tokyo/pokemon/show/0373-00?season=14&rule=0
87,チオンジェン,https://sv.pokedb.tokyo/pokemon/show/1001-00?season=14&rule=0
88,ギャラドス,https://sv.pokedb.tokyo/pokemon/show/0130-00?season=14&rule=0
89,チラチーノ,https://sv.pokedb.tokyo/pokemon/show/0573-00?season=14&rule=0
90,ソウブレイズ,https://sv.pokedb.tokyo/pokemon/show/0937-00?season=14&rule=0
91,ボルトロス,https://sv.pokedb.tokyo/pokemon/show/0642-01?season=14&rule=0
92,ブリムオン,https://sv.pokedb.tokyo/pokemon/show/0858-00?season=14&rule=0
93,エンペルト,https://sv.pokedb.tokyo/pokemon/show/0395-00?season=14&rule=0
94,ポリゴンＺ,https://sv.pokedb.tokyo/pokemon/show/0474-00?season=14&rule=0
95,ガチグマ,https://sv.pokedb.tokyo/pokemon/show/0901-00?season=14&rule=0
96,イイネイヌ,https://sv.pokedb.tokyo/pokemon/show/1014-00?season=14&rule=0
97,デカヌチャン,https://sv.pokedb.tokyo/pokemon/show/0959-00?season=14&rule=0
98,キュウコン,https://sv.pokedb.tokyo/pokemon/show/0038-00?season=14&rule=0
99,ランクルス,https://sv.pokedb.tokyo/pokemon/show/0579-00?season=14&rule=0
100,デンチュラ,https://sv.pokedb.tokyo/pokemon/show/0596-00?season=14&rule=0
101,ミロカロス,https://sv.pokedb.tokyo/pokemon/show/0350-00?season=14&rule=0
102,ラプラス,https://sv.pokedb.tokyo/pokemon/show/0131-00?season=14&rule=0
103,レジエレキ,https://sv.pokedb.tokyo/pokemon/show/0894-00?season=14&rule=0
104,マホイップ,https://sv.pokedb.tokyo/pokemon/show/0869-00?season=14&rule=0
105,ウインディ_ヒスイ,https://sv.pokedb.tokyo/pokemon/show/0059-01?season=14&rule=0
106,ウェーニバル,https://sv.pokedb.tokyo/pokemon/show/0914-00?season=14&rule=0
107,ゾロアーク,https://sv.pokedb.tokyo/pokemon/show/0571-01?season=14&rule=0
108,ジャラランガ,https://sv.pokedb.tokyo/pokemon/show/0784-00?season=14&rule=0
109,ロトム（ヒート）,https://sv.pokedb.tokyo/pokemon/show/0479-01?season=14&rule=0
110,ランドロス（けしん）,https://sv.pokedb.tokyo/pokemon/show/0645-00?season=14&rule=0
111,ドーブル,https://sv.pokedb.tokyo/pokemon/show/0235-00?season=14&rule=0
112,ニンフィア,https://sv.pokedb.tokyo/pokemon/show/0700-00?season=14&rule=0
113,イダイナキバ,https://sv.pokedb.tokyo/pokemon/show/0984-00?season=14&rule=0
114,ニョロトノ,https://sv.pokedb.tokyo/pokemon/show/0186-00?season=14&rule=0
115,ゲンガー,https://sv.pokedb.tokyo/pokemon/show/0094-00?season=14&rule=0
116,ルカリオ,https://sv.pokedb.tokyo/pokemon/show/0448-00?season=14&rule=0
117,メテノ,https://sv.pokedb.tokyo/pokemon/show/0774-07?season=14&rule=0
118,イルカマン,https://sv.pokedb.tokyo/pokemon/show/0964-00?season=14&rule=0
119,エーフィ,https://sv.pokedb.tokyo/pokemon/show/0196-00?season=14&rule=0
120,キュワワー,https://sv.pokedb.tokyo/pokemon/show/0764-00?season=14&rule=0
121,エルレイド,https://sv.pokedb.tokyo/pokemon/show/0475-00?season=14&rule=0
122,オーダイル,https://sv.pokedb.tokyo/pokemon/show/0160-00?season=14&rule=0
123,サーナイト,https://sv.pokedb.tokyo/pokemon/show/0282-00?season=14&rule=0
124,キチキギス,https://sv.pokedb.tokyo/pokemon/show/1016-00?season=14&rule=0
125,カメックス,https://sv.pokedb.tokyo/pokemon/show/0009-00?season=14&rule=0
126,エースバーン,https://sv.pokedb.tokyo/pokemon/show/0815-00?season=14&rule=0
127,クレベース,https://sv.pokedb.tokyo/pokemon/show/0713-00?season=14&rule=0
128,ピクシー,https://sv.pokedb.tokyo/pokemon/show/0036-00?season=14&rule=0
129,カビゴン,https://sv.pokedb.tokyo/pokemon/show/0143-00?season=14&rule=0
130,クワガノン,https://sv.pokedb.tokyo/pokemon/show/0738-00?season=14&rule=0
131,シャンデラ,https://sv.pokedb.tokyo/pokemon/show/0609-00?season=14&rule=0
132,ジュカイン,https://sv.pokedb.tokyo/pokemon/show/0254-00?season=14&rule=0
133,パーモット,https://sv.pokedb.tokyo/pokemon/show/0923-00?season=14&rule=0
134,フライゴン,https://sv.pokedb.tokyo/pokemon/show/0330-00?season=14&rule=0
135,レイスポス,https://sv.pokedb.tokyo/pokemon/show/0897-00?season=14&rule=0
136,イエッサン,https://sv.pokedb.tokyo/pokemon/show/0876-00?season=14&rule=0
137,ドータクン,https://sv.pokedb.tokyo/pokemon/show/0437-00?season=14&rule=0
138,ライコウ,https://sv.pokedb.tokyo/pokemon/show/0243-00?season=14&rule=0
139,ドレディア,https://sv.pokedb.tokyo/pokemon/show/0549-01?season=14&rule=0
140,イッカネズミ,https://sv.pokedb.tokyo/pokemon/show/0925-00?season=14&rule=0
141,サンダー（ガラル）,https://sv.pokedb.tokyo/pokemon/show/0145-01?season=14&rule=0
142,テツノイサハ,https://sv.pokedb.tokyo/pokemon/show/1010-00?season=14&rule=0
143,シャワーズ,https://sv.pokedb.tokyo/pokemon/show/0134-00?season=14&rule=0
144,ウインディ,https://sv.pokedb.tokyo/pokemon/show/0059-00?season=14&rule=0
145,ドダイトス,https://sv.pokedb.tokyo/pokemon/show/0389-00?season=14&rule=0
146,オノノクス,https://sv.pokedb.tokyo/pokemon/show/0612-00?season=14&rule=0
147,ベトベトン,https://sv.pokedb.tokyo/pokemon/show/0089-01?season=14&rule=0
148,テツノワダチ,https://sv.pokedb.tokyo/pokemon/show/0990-00?season=14&rule=0
149,ブリザポス,https://sv.pokedb.tokyo/pokemon/show/0896-00?season=14&rule=0
150,アラブルタケ,https://sv.pokedb.tokyo/pokemon/show/0986-00?season=14&rule=0
